Starting cal age BP	calendar age	 14C age BP	 total 14C uncertainty	 cal yr span	 cal year uncertainty	 wiggle match uncertainty	 varve count uncertainty	Lab ID	 dataset number	 observation number
YR BP	YR BP	YR BP	YR	YR	YR					
371	375.5	341	17.7	10	0	0	0	Wk-5275	3	38
370	370	330.9	18.2	1	0	0	0	QL-10463	1	535
369	369	360.6	18.6	1	0	0	0	QL-10462	1	536
368	368	333	17.6	1	0	0	0	QL-10461	1	537
367	367	323.7	17.4	1	0	0	0	QL-10460	1	538
366	366	349	18.6	1	0	0	0	QL-10459	1	539
365	365	325.4	19	1	0	0	0	QL-10458	1	540
364	364	333.6	18.1	1	0	0	0	QL-10457	1	541
363	363	342.2	18.2	1	0	0	0	QL-10456	1	542
362	362	343	18.6	1	0	0	0	QL-10455	1	543
361	361	320.8	17.6	1	0	0	0	QL-10454	1	544
361	365.5	316.8	17.4	10	0	0	0	QL-10235	1	694
361	365.5	314	21.8	10	0	0	0	UB-5072	2	88
361	365.5	325	17.7	10	0	0	0	Wk-5273	3	37
360	360	314.3	18.6	1	0	0	0	QL-10453	1	545
359	359	318.8	18.1	1	0	0	0	QL-10452	1	546
358	358	350.6	20.7	1	0	0	0	QL-10451	1	547
357	357	342.8	17.4	1	0	0	0	QL-10450	1	548
356	356	326.2	18.5	1	0	0	0	QL-10449	1	549
355	355	327.2	17.9	1	0	0	0	QL-10448	1	550
354	354	347.1	18.3	1	0	0	0	QL-10447	1	551
353	353	355.1	19	1	0	0	0	QL-10446	1	552
352	352	337.9	18.2	1	0	0	0	QL-10445	1	553
351	351	349.1	18.6	1	0	0	0	QL-10444	1	554
351	355.5	360.2	18.3	10	0	0	0	QL-10236	1	695
351	355.5	372	21.8	10	0	0	0	UB-5070	2	87
351	360.5	340	19.2	20	0	0	0	UB1535	2	164
351	355.5	369	18.7	10	0	0	0	Wk-5271	3	36
350	350	344.2	18.3	1	0	0	0	QL-10433j	1	555
350	350	324.4	17.7	1	0	0	0	QL-10433j	1	556
349	349	364.6	20.2	1	0	0	0	QL-10483j	1	557
349	349	340	18.7	1	0	0	0	QL-10483i	1	558
348	348	353.9	19.1	1	0	0	0	QL-10482	1	559
347	347	371.8	19.6	1	0	0	0	QL-10481	1	560
346	346	365	19.6	1	0	0	0	QL-10480j	1	561
346	346	420.2	18.6	1	0	0	0	QL-10480i	1	562
345	345	355.8	20.3	1	0	0	0	QL-10479j	1	563
345	345	400.6	20.3	1	0	0	0	QL-10479i	1	564
344	344	373.6	20.2	1	0	0	0	QL-10478j	1	565
344	344	355	19.4	1	0	0	0	QL-10478j	1	566
344	344	391.3	21.5	1	0	0	0	QL-10478i	1	567
343	343	371.6	20.8	1	0	0	0	QL-10477	1	568
342	342	332	19.9	1	0	0	0	QL-10476j	1	569
342	342	389.8	22.5	1	0	0	0	QL-10476	1	570
341	341	356	16.4	1	0	0	0	QL-10475	1	571
341	345.5	332.1	18.9	10	0	0	0	QL-10237	1	696
341	345.5	328	21.8	10	0	0	0	UB-5068	2	86
341	345.5	346	17.7	10	0	0	0	Wk-6042	3	35
340	340	351.7	19	1	0	0	0	QL-10474	1	572
339	339	378.8	19.4	1	0	0	0	QL-10473	1	573
339	339	382.7	19.5	1	0	0	0	QL-10473	1	574
338	338	340.4	18.9	1	0	0	0	QL-10473	1	575
337	337	369.3	18.3	1	0	0	0	QL-10472	1	576
336	336	336.9	19.1	1	0	0	0	QL-10471	1	577
335	335	332	18.5	1	0	0	0	QL-10470	1	578
335	335	393.3	19.1	1	0	0	0	QL-10470	1	579
334	334	367.7	18.1	1	0	0	0	QL-10469	1	580
333	333	356.9	19.1	1	0	0	0	QL-10468	1	581
332	332	335	18.2	1	0	0	0	QL-10439	1	582
331	331	324.4	18.5	1	0	0	0	QL-10438	1	583
331	335.5	355.9	17.9	10	0	0	0	QL-10238	1	697
331	335.5	323	20.6	10	0	0	0	UB-5066	2	85
331	340.5	362	21.9	20	0	0	0	UB1533	2	163
331	335.5	355	17.7	10	0	0	0	Wk-5175	3	34
330	330	305.3	17.6	1	0	0	0	QL-10437	1	584
330	330	351.7	20.2	1	0	0	0	QL-10437	1	585
329	329	337.9	18.7	1	0	0	0	QL-10436	1	586
328	328	341.6	19.5	1	0	0	0	QL-10435	1	587
328	328	337.3	18.5	1	0	0	0	QL-10435	1	588
327	327	301.5	20.8	1	0	0	0	QL-10430	1	589
326	326	348.9	14.4	1	0	0	0	QL-10419	1	590
325	325	320.5	19.1	1	0	0	0	QL-10880	1	591
325	325	323.4	14.8	1	0	0	0	QL-10412	1	592
324	324	366.3	19	1	0	0	0	QL-10879	1	593
323	323	316.7	19.2	1	0	0	0	QL-10878	1	594
322	322	350.5	18.9	1	0	0	0	QL-10877	1	595
321	321	349.3	16.8	1	0	0	0	QL-10876	1	596
321	321	280.4	19.1	1	0	0	0	QL-10876	1	597
321	325.5	337.9	19	10	0	0	0	QL-10239	1	698
321	325.5	286	20.6	10	0	0	0	UB-5064	2	84
321	325.5	355	17.7	10	0	0	0	Wk-5177	3	33
320	320	343	19	1	0	0	0	QL-10875	1	598
319	319	336.9	19.4	1	0	0	0	QL-10874	1	599
318	318	337.7	18.9	1	0	0	0	QL-10873	1	600
317	317	309.9	19.1	1	0	0	0	QL-10872	1	601
316	316	334.4	19.1	1	0	0	0	QL-10871	1	602
315	315	316.5	17.2	1	0	0	0	QL-10870	1	603
315	315	267.8	19.5	1	0	0	0	QL-10870	1	604
314	314	307.7	17.4	1	0	0	0	QL-10869	1	605
314	314	273.1	19.9	1	0	0	0	QL-10869	1	606
313	313	299	22.6	1	0	0	0	QL-10867	1	607
312	312	324.2	17.8	1	0	0	0	QL-10866	1	608
311	311	311.4	13.3	1	0	0	0	QL-10865	1	609
311	311	267.1	19.6	1	0	0	0	QL-10865	1	610
311	315.5	279	18.9	10	0	0	0	QL-10240	1	699
311	315.5	299	20.6	10	0	0	0	UB-5062	2	83
311	320.5	355	23.3	20	0	0	0	UB1531	2	162
311	315.5	323	17.7	10	0	0	0	Wk-5179	3	32
310	310	310.8	17.4	1	0	0	0	QL-10864	1	611
310	310	338.3	22.2	1	0	0	0	QL-10864	1	612
309	309	283.3	22.5	1	0	0	0	QL-10863	1	613
308	308	287.5	18.5	1	0	0	0	QL-10862	1	614
307	307	267.7	19	1	0	0	0	QL-10861	1	615
306	306	289	13.4	1	0	0	0	QL-10860	1	616
306	306	265.1	17.4	1	0	0	0	QL-10860	1	617
305	305	278.6	17.9	1	0	0	0	QL-10859	1	618
304	304	274.5	18.5	1	0	0	0	QL-10858	1	619
303	303	262.6	20.2	1	0	0	0	QL-10857	1	620
302	302	266.7	18.6	1	0	0	0	QL-10856	1	621
301	301	276.1	17.8	1	0	0	0	QL-10855	1	622
301	301	241.8	19.1	1	0	0	0	QL-10855	1	623
301	305.5	258.6	17.9	10	0	0	0	QL-10241	1	700
301	305.5	250	20.6	10	0	0	0	UB-5060	2	82
301	305.5	274	18.7	10	0	0	0	"Wk-5181, 5182"	3	31
300	300	247.7	17.9	1	0	0	0	QL-10854	1	624
300	300	242.9	19.6	1	0	0	0	QL-10854	1	625
299	299	251	19.6	1	0	0	0	QL-10851	1	626
297	297	256.2	19.6	1	0	0	0	QL-10850	1	627
296	296	246.6	17.9	1	0	0	0	QL-10849	1	628
296	296	210.5	20	1	0	0	0	QL-10849	1	629
295	295	235.9	16.3	1	0	0	0	QL-10848	1	630
294	294	248.6	17	1	0	0	0	QL-10847	1	631
293	293	249.1	15.7	1	0	0	0	QL-10846	1	632
292	292	208.9	19.6	1	0	0	0	QL-10845	1	633
291	291	233.4	20.2	1	0	0	0	QL-10844	1	634
291	295.5	237.3	18.8	10	0	0	0	QL-10242	1	701
291	295.5	232	20.6	10	0	0	0	UB-5058	2	81
291	300.5	261	16.4	20	0	0	0	UB1529	2	161
291	295.5	233	18.7	10	0	0	0	Wk-5183	3	30
290	290	249.2	18.2	1	0	0	0	QL-10842	1	635
290	290	251.7	19.2	1	0	0	0	QL-10842	1	636
289	289	209.1	19.8	1	0	0	0	QL-10841	1	637
288	288	220	18.9	1	0	0	0	QL-10840	1	638
287	287	209.3	19.4	1	0	0	0	QL-10839	1	639
286	286	218.4	17.9	1	0	0	0	QL-10838	1	640
286	286	235.9	14	1	0	0	0	QL-10838	1	641
285	285	223.2	14.7	1	0	0	0	QL-10837	1	642
284	284	209.2	18.6	1	0	0	0	QL-10836	1	643
283	283	193.8	19.1	1	0	0	0	QL-10835	1	644
282	282	178.6	20.2	1	0	0	0	QL-10834	1	645
281	281	183.5	19.2	1	0	0	0	QL-10833	1	646
281	285.5	216.1	18.1	10	0	0	0	QL-10243	1	702
281	285.5	195.6	18.1	10	0	0	0	QL-10243	1	703
281	285.5	224	23	10	0	0	0	UB-5056	2	80
281	285.5	206	21.8	10	0	0	0	Wk-5091	3	29
280	280	194.1	18.7	1	0	0	0	QL-10832	1	647
279	279	165.6	18.2	1	0	0	0	QL-10831	1	648
279	279	131.5	20.7	1	0	0	0	QL-10831	1	649
278	278	183	18.2	1	0	0	0	QL-10830	1	650
277	277	135.6	18.5	1	0	0	0	QL-10829	1	651
277	277	157.8	18.7	1	0	0	0	QL-10829	1	652
276	276	222.2	21.2	1	0	0	0	QL-10828	1	653
276	276	169.2	19.8	1	0	0	0	QL-10828	1	654
275	275	171.6	17.9	1	0	0	0	QL-10827	1	655
274	274	189	17.6	1	0	0	0	QL-10826	1	656
274	274	161.8	18.5	1	0	0	0	QL-10826	1	657
273	273	172.7	17	1	0	0	0	QL-10825	1	658
273	273	200.4	17.6	1	0	0	0	QL-10825	1	659
272	272	196.6	18.1	1	0	0	0	QL-10824	1	660
271	275.5	156	17.1	10	0	0	0	QL-10244	1	704
271	275.5	184	24.2	10	0	0	0	UB-5054	2	79
271	280.5	233	21.9	20	0	0	0	UB1527	2	160
271	275.5	185	20.8	10	0	0	0	Wk-5092	3	28
270	270	159.1	17.3	1	0	0	0	QL-10823	1	661
269	269	165.6	18.2	1	0	0	0	QL-10822	1	662
268	268	162.8	19.6	1	0	0	0	QL-10821	1	663
267	267	167.3	18.2	1	0	0	0	QL-10820	1	664
266	266	153.5	18.7	1	0	0	0	QL-10819	1	665
265	265	150.1	24.8	1	0	0	0	QL-10818	1	666
264	264	116.8	17.2	1	0	0	0	QL-11423	1	329
264	264	118.4	20.3	1	0	0	0	QL-11423	1	330
264	264	113.1	18.1	1	0	0	0	QL-10817	1	667
264	264	118.2	24.6	1	0	0	0	QL-10817	1	668
263	263	137.8	18.2	1	0	0	0	QL-11422	1	331
263	263	155.2	20.3	1	0	0	0	QL-10816	1	669
263	263	135.7	22.8	1	0	0	0	QL-10816	1	670
262	262	134	17.9	1	0	0	0	QL-11421	1	332
262	262	110	18.3	1	0	0	0	QL-10815	1	671
261	261	139.2	20.3	1	0	0	0	QL-11420	1	333
261	261	118.6	18.9	1	0	0	0	QL-10814	1	672
261	265.5	163.5	19.8	10	0	0	0	QL-10245	1	705
261	265.5	120	24.2	10	0	0	0	UB-5052	2	78
261	265.5	169	18.7	10	0	0	0	"Wk-5094, 5095, 5537"	3	27
260	260	142	13.8	1	0	0	0	QL-10396	1	187
260	260	129.1	17.8	1	0	0	0	QL-11419	1	334
260	260	157.7	20.9	1	0	0	0	QL-10813	1	673
259	259	139.9	14.6	1	0	0	0	QL-10395	1	188
259	259	127	17.8	1	0	0	0	QL-11418	1	335
259	259	132.1	20.7	1	0	0	0	QL-10812	1	674
258	258	126.4	18.2	1	0	0	0	QL-10394	1	189
258	258	106.1	17.9	1	0	0	0	QL-11417	1	336
258	258	131	18.7	1	0	0	0	QL-10811	1	675
257	257	124.8	19.1	1	0	0	0	QL-10393	1	190
257	257	118.8	17.6	1	0	0	0	QL-11416	1	337
257	257	130.5	18.5	1	0	0	0	QL-10810	1	676
256	256	115.9	18.9	1	0	0	0	QL-10392	1	191
256	256	107.3	17.7	1	0	0	0	QL-11415	1	338
256	256	140.8	16	1	0	0	0	QL-10809	1	677
256	256	103	18.9	1	0	0	0	QL-10809	1	678
255	255	103.7	18.5	1	0	0	0	QL-10391	1	192
255	255	95.9	17.7	1	0	0	0	QL-11414	1	339
255	255	131.8	13.5	1	0	0	0	QL-10808	1	679
255	255	148.5	18.1	1	0	0	0	QL-10808	1	680
254	254	124.7	18.7	1	0	0	0	QL-10390	1	193
254	254	89.9	17.2	1	0	0	0	QL-11413	1	340
254	254	134.6	18.6	1	0	0	0	QL-10807	1	681
253	253	94.9	19.9	1	0	0	0	QL-10389	1	194
253	253	105.8	17.8	1	0	0	0	QL-11412	1	341
253	253	101.4	18.9	1	0	0	0	QL-10806	1	682
252	252	115.8	20.3	1	0	0	0	QL-10388	1	195
252	252	77	17.8	1	0	0	0	QL-11411	1	342
252	252	131.8	19	1	0	0	0	QL-10805	1	683
251	251	80.7	19.2	1	0	0	0	QL-10387	1	196
251	251	91.5	18.2	1	0	0	0	QL-11410	1	343
251	251	130.4	19.2	1	0	0	0	QL-10804	1	684
251	255.5	116.5	18.1	10	0	0	0	QL-10246	1	706
251	255.5	117	23	10	0	0	0	UB-5050	2	77
251	260.5	91	23.3	20	0	0	0	UB1525	2	159
251	255.5	93	18.7	10	0	0	0	Wk-5096	3	26
250	250	98.2	23.5	1	0	0	0	QL-10386	1	197
250	250	84.5	18.1	1	0	0	0	QL-10386	1	198
250	250	114.8	19.5	1	0	0	0	QL-11409	1	344
250	250	111.5	19	1	0	0	0	QL-11409	1	345
250	250	110.2	19.4	1	0	0	0	QL-10803	1	685
249	249	95.1	20.3	1	0	0	0	QL-10385.5	1	199
249	249	112.9	16.6	1	0	0	0	QL-11408	1	346
249	249	61.3	17.8	1	0	0	0	QL-11408	1	347
248	248	164.6	23.7	1	0	0	0	QL-10385	1	200
248	248	149.5	17.9	1	0	0	0	QL-10385	1	201
248	248	122.6	18.5	1	0	0	0	QL-10385	1	202
248	248	100.1	17.3	1	0	0	0	QL-11407	1	348
248	248	85.8	17.2	1	0	0	0	QL-11407	1	349
247	247	107.1	14.2	1	0	0	0	QL-10384	1	203
247	247	90.4	17.4	1	0	0	0	QL-10384	1	204
247	247	94.8	17.9	1	0	0	0	QL-11406	1	350
246	246	119.2	15.6	1	0	0	0	QL-10383	1	205
246	246	80.5	17.2	1	0	0	0	QL-11405	1	351
246	246	50.8	17.8	1	0	0	0	QL-11405	1	352
245	245	108.8	19.2	1	0	0	0	QL-10382	1	206
245	245	104.6	17.2	1	0	0	0	QL-11404	1	353
244	244	125.6	19.5	1	0	0	0	QL-10381	1	207
244	244	119.6	17.9	1	0	0	0	QL-11403	1	354
243	243	148.7	17.6	1	0	0	0	QL-10363	1	208
243	243	123.6	18.2	1	0	0	0	QL-10363	1	209
243	243	108.4	17	1	0	0	0	QL-11402	1	355
243	243	86.7	17	1	0	0	0	QL-11402	1	356
242	242	122.4	16.6	1	0	0	0	QL-10362	1	210
242	242	101.2	18.2	1	0	0	0	QL-11401	1	357
241	241	122.5	19.2	1	0	0	0	QL-10361	1	211
241	241	77.3	19.1	1	0	0	0	QL-11400	1	358
241	245.5	108.1	13.7	10	0	0	0	QL-10247	1	707
241	245.5	126	23	10	0	0	0	UB-5048	2	76
241	245.5	113	21.8	10	0	0	0	Wk-4943	3	25
240	240	116.6	17.8	1	0	0	0	QL-10360	1	212
240	240	95.3	17	1	0	0	0	QL-11399	1	359
240	240	69.6	17.8	1	0	0	0	QL-11399	1	360
239	239	90.3	17.8	1	0	0	0	QL-10359	1	213
239	239	82	17.8	1	0	0	0	QL-10359	1	214
239	239	96.4	17	1	0	0	0	QL-11398	1	361
239	239	70.6	17.7	1	0	0	0	QL-11398	1	362
238	238	128.4	18.2	1	0	0	0	QL-10358	1	215
238	238	113	17.9	1	0	0	0	QL-11397	1	363
237	237	88.2	18.3	1	0	0	0	QL-10357	1	216
237	237	92.4	17.9	1	0	0	0	QL-11396	1	364
236	236	84.5	17.6	1	0	0	0	QL-10356	1	217
236	236	90.1	17.9	1	0	0	0	QL-11395	1	365
235	235	110.7	17.9	1	0	0	0	QL-10355	1	218
235	235	80	17.8	1	0	0	0	QL-11394	1	366
234	234	105.2	18.2	1	0	0	0	QL-10354	1	219
234	234	66.3	20.3	1	0	0	0	QL-11393	1	367
233	233	90.9	18.2	1	0	0	0	QL-10353	1	220
233	233	103.4	17.2	1	0	0	0	QL-11392	1	368
233	233	107	17.3	1	0	0	0	QL-11392	1	369
232	232	88.8	17.4	1	0	0	0	QL-10352	1	221
232	232	109.8	16.9	1	0	0	0	QL-10352	1	222
232	232	82.1	17.2	1	0	0	0	QL-11391	1	370
232	232	79.3	16.6	1	0	0	0	QL-11391	1	371
231	231	106.3	18.5	1	0	0	0	QL-10351	1	223
231	231	117.1	16.8	1	0	0	0	QL-11390	1	372
231	231	58.2	17.7	1	0	0	0	QL-11390	1	373
231	235.5	102.7	20.8	10	0	0	0	QL-10248	1	708
231	235.5	90.7	18.1	10	0	0	0	QL-10248	1	709
231	235.5	58	19.4	10	0	0	0	UB-5046	2	75
231	240.5	68	16.4	20	0	0	0	UB1523	2	158
231	235.5	115	21.8	10	0	0	0	Wk-4945	3	24
230	230	108.2	18.6	1	0	0	0	QL-10350	1	224
230	230	103.9	17.2	1	0	0	0	QL-11389	1	374
230	230	103.6	17.2	1	0	0	0	QL-11389	1	375
229	229	120.9	18.3	1	0	0	0	QL-10349	1	225
229	229	106.7	17.9	1	0	0	0	QL-11388	1	376
228	228	131.5	17	1	0	0	0	QL-10348	1	226
228	228	108.1	17.3	1	0	0	0	QL-11387	1	377
227	227	125.2	18.2	1	0	0	0	QL-10347	1	227
227	227	100.7	18.3	1	0	0	0	QL-11386	1	378
226	226	147.7	16.6	1	0	0	0	QL-10346	1	228
226	226	108.2	17.9	1	0	0	0	QL-10346	1	229
226	226	91.1	17.7	1	0	0	0	QL-11385	1	379
225	225	121.4	18.2	1	0	0	0	QL-10345	1	230
225	225	108.8	14.8	1	0	0	0	QL-11384	1	380
224	224	74.7	15	1	0	0	0	QL-11383	1	381
223	223	103.2	18.9	1	0	0	0	QL-11382	1	382
222	222	123.3	18.9	1	0	0	0	QL-11381	1	383
221	221	112.8	18.7	1	0	0	0	QL-11380	1	384
221	225.5	130.1	19.8	10	0	0	0	QL-10249	1	710
221	225.5	135	24.2	10	0	0	0	UB-5044	2	74
221	225.5	130	20.8	10	0	0	0	Wk-4947	3	23
220	220	128.9	18.9	1	0	0	0	QL-11379	1	385
219	219	167.6	14.8	1	0	0	0	QL-11378	1	386
218	218	154.7	15	1	0	0	0	QL-11377	1	387
217	217	139.9	19.1	1	0	0	0	QL-11376	1	388
216	216	138.5	23.9	1	0	0	0	QL-11375	1	389
215	215	150.2	18.9	1	0	0	0	QL-11373	1	390
214	214	148.9	20.5	1	0	0	0	QL-11372	1	391
213	213	148.6	20.5	1	0	0	0	QL-11371	1	392
212	212	148	17.9	1	0	0	0	QL-11370	1	393
211	211	160.8	17.2	1	0	0	0	QL-11369	1	394
211	211	143.6	20.4	1	0	0	0	QL-11369	1	395
211	215.5	154.6	18.7	10	0	0	0	QL-10250	1	711
211	215.5	167	25.4	10	0	0	0	UB-5042	2	73
211	220.5	102	21.9	20	0	0	0	UB1521	2	157
211	215.5	184	20.8	10	0	0	0	"Wk-4949, 4950"	3	22
210	210	159	17.9	1	0	0	0	QL-11368	1	396
209	209	195.8	17.3	1	0	0	0	QL-11367	1	397
209	209	192.5	20.8	1	0	0	0	QL-11367	1	398
208	208	158.1	18.2	1	0	0	0	QL-11366	1	399
207	207	167.7	14.2	1	0	0	0	QL-11365	1	400
207	207	145.1	22.1	1	0	0	0	QL-11365	1	401
206	206	177.9	18.1	1	0	0	0	QL-11364	1	402
205	205	148.5	18.1	1	0	0	0	QL-11363	1	403
205	205	179.6	20.5	1	0	0	0	QL-11363	1	404
204	204	142.9	18.1	1	0	0	0	QL-11362	1	405
204	204	134.7	17.8	1	0	0	0	QL-11362	1	406
203	203	142.3	18.1	1	0	0	0	QL-11361	1	407
202	202	159.9	17.9	1	0	0	0	QL-11360	1	408
201	205.5	183.1	19.8	10	0	0	0	QL-10251	1	712
201	205.5	201	24.2	10	0	0	0	UB-5040	2	72
201	205.5	208	19.8	10	0	0	0	"Wk-4951, 4952"	3	21
200	200	156.7	18.5	1	0	0	0	QL-11358	1	409
200	200	151.4	17.2	1	0	0	0	QL-11358	1	410
199	199	173.5	13.7	1	0	0	0	QL-11357	1	411
198	198	155	17.6	1	0	0	0	QL-11356	1	412
197	197	159.1	17.6	1	0	0	0	QL-11355	1	413
197	197	125.2	19.8	1	0	0	0	QL-11355	1	414
197	197	141.4	20.5	1	0	0	0	QL-11355	1	415
196	196	154.5	18.2	1	0	0	0	QL-11354	1	416
195	195	165.1	21.5	1	0	0	0	QL-10429	1	231
195	195	155.5	15.7	1	0	0	0	QL-11353	1	417
194	194	171.2	20.4	1	0	0	0	QL-10428	1	232
194	194	154.9	13.3	1	0	0	0	QL-11352	1	418
193	193	151	18.5	1	0	0	0	QL-10426	1	233
193	193	156.5	20.9	1	0	0	0	QL-11351	1	419
192	192	111.4	19.4	1	0	0	0	QL-10457	1	234
192	192	171.1	18.2	1	0	0	0	QL-10427	1	235
192	192	129.4	17.8	1	0	0	0	QL-11350	1	420
191	191	136.9	18.6	1	0	0	0	QL-10420ij	1	236
191	191	149.7	18.2	1	0	0	0	QL-11349	1	421
191	195.5	190.8	19	10	0	0	0	QL-10253	1	713
191	195.5	214.3	19.4	10	0	0	0	QL-10253	1	714
191	195.5	161	21.8	10	0	0	0	UB-5038	2	71
191	200.5	164	21.9	20	0	0	0	UB1519	2	156
191	195.5	208	18.7	10	0	0	0	"Wk-4460, 4461"	3	20
190	190	155.6	18.1	1	0	0	0	QL-11348	1	422
190	190	138.4	20.5	1	0	0	0	QL-11348	1	423
189	189	146.9	18.1	1	0	0	0	QL-11347	1	424
189	189	146.9	17.7	1	0	0	0	QL-11347	1	425
188	188	161.9	17.9	1	0	0	0	QL-11346	1	426
187	187	187.1	17.3	1	0	0	0	QL-11345	1	427
186	186	157.2	17.6	1	0	0	0	QL-11344	1	428
185	185	163.1	17.9	1	0	0	0	QL-11343	1	429
184	184	167	17.8	1	0	0	0	QL-11374	1	430
183	183	182.7	17.7	1	0	0	0	QL-11342	1	431
182	182	183.3	18.1	1	0	0	0	QL-11341	1	432
181	181	175.4	17.9	1	0	0	0	QL-11340	1	433
181	185.5	177.2	18.5	10	0	0	0	QL-10252	1	715
181	185.5	184	21.8	10	0	0	0	UB-5036	2	70
181	185.5	208	20.8	10	0	0	0	"Wk-4462, 4463"	3	19
180	180	174.8	17.6	1	0	0	0	QL-11339	1	434
179	179	163.7	17.9	1	0	0	0	QL-11338	1	435
178	178	174.1	14	1	0	0	0	QL-11337	1	436
177	177	128.3	17.9	1	0	0	0	QL-11336	1	437
177	177	192.1	17.6	1	0	0	0	QL-11336	1	438
176	176	181.1	17.4	1	0	0	0	QL-11335	1	439
175	175	161.5	17.6	1	0	0	0	QL-11334	1	440
174	174	150.2	17.6	1	0	0	0	QL-11333	1	441
174	174	147.4	17.7	1	0	0	0	QL-11333	1	442
173	173	156.6	13.4	1	0	0	0	QL-11332	1	443
172	172	165.2	17.6	1	0	0	0	QL-11331	1	444
171	171	169.5	17.7	1	0	0	0	QL-11330	1	445
171	175.5	195.1	19.6	10	0	0	0	QL-10254	1	716
171	175.5	170	21.8	10	0	0	0	UB-5034	2	69
171	180.5	199	24.7	20	0	0	0	UB1517	2	155
171	175.5	197	18.7	10	0	0	0	"Wk-4464, 4465"	3	18
170	170	181.6	17.7	1	0	0	0	QL-11329	1	446
170	170	171.2	17.4	1	0	0	0	QL-11329	1	447
169	169	198	17.7	1	0	0	0	QL-11328	1	448
169	169	211.8	17.7	1	0	0	0	QL-11328	1	449
166	166	223.5	18.5	1	0	0	0	QL-10529	1	237
165	165	218.6	15.2	1	0	0	0	QL-10528	1	238
164	164	221.9	24.7	1	0	0	0	QL-10527	1	239
163	163	224.2	17.9	1	0	0	0	QL-10526	1	240
162	162	240	19.4	1	0	0	0	QL-10521	1	241
161	161	209.4	18.6	1	0	0	0	QL-10520	1	242
161	165.5	206.5	17.9	10	0	0	0	QL-10255	1	717
161	165.5	209	21.8	10	0	0	0	UB-5032	2	68
161	165.5	226	20.8	10	0	0	0	"Wk-4466, 4467"	3	17
160	160	214.1	18.2	1	0	0	0	QL-10519	1	243
159	159	211.6	19	1	0	0	0	QL-10518	1	244
158	158	239.7	19.1	1	0	0	0	QL-10517	1	245
157	157	215.1	18.5	1	0	0	0	QL-10516	1	246
156	156	227.5	18.5	1	0	0	0	QL-10512	1	247
155	155	229.2	20.7	1	0	0	0	QL-10501	1	248
154	154	225	18.5	1	0	0	0	QL-10511	1	249
153	153	188.7	17.7	1	0	0	0	QL-10510	1	250
152	152	192.2	18.5	1	0	0	0	QL-10497	1	251
152	152	169.5	18.6	1	0	0	0	QL-10497	1	252
151	151	154.9	18.3	1	0	0	0	QL-10509	1	253
151	155.5	224.7	19	10	0	0	0	QL-10256	1	718
151	155.5	208	24.2	10	0	0	0	UB-5030	2	67
151	160.5	202	24.7	20	0	0	0	UB1515	2	154
151	155.5	212	20.8	10	0	0	0	"Wk-4468, 4469"	3	16
150	150	146.8	18.3	1	0	0	0	QL-10496	1	254
149	149	194.2	19	1	0	0	0	QL-10495	1	255
149	149	177.5	18.1	1	0	0	0	QL-10495	1	256
148	148	166.2	19.9	1	0	0	0	QL-10494	1	257
148	148	162.5	17.9	1	0	0	0	QL-10494	1	258
147	147	170.4	18.2	1	0	0	0	QL-10508	1	259
146	146	153.6	17.6	1	0	0	0	QL-10507	1	260
145	145	153.5	17.8	1	0	0	0	QL-10506	1	261
144	144	169.8	18.5	1	0	0	0	QL-10504	1	262
143	143	148.4	21.5	1	0	0	0	QL-10493	1	263
143	143	151.6	18.1	1	0	0	0	QL-10493	1	264
142	142	182.5	18.5	1	0	0	0	QL-10505	1	265
141	141	138.1	18.9	1	0	0	0	QL-10503	1	266
141	145.5	135.4	19	10	0	0	0	QL-10257	1	719
141	145.5	121	23	10	0	0	0	UB-5028	2	66
141	145.5	124	20.8	10	0	0	0	Wk-4470	3	15
140	140	119	19.6	1	0	0	0	QL-10502	1	267
139	139	121.9	20.5	1	0	0	0	QL-10500	1	268
138	138	114.1	20.4	1	0	0	0	QL-10499	1	269
137	137	125.1	18.3	1	0	0	0	QL-10498	1	270
137	137	117.8	17.7	1	0	0	0	QL-10498	1	271
136	136	125.7	20.5	1	0	0	0	QL-10492	1	272
135	135	117.6	18.5	1	0	0	0	QL-10491	1	273
134	134	83.8	18.6	1	0	0	0	QL-10490	1	274
133	133	79.5	20.2	1	0	0	0	QL-10489	1	275
132	132	51.9	18.9	1	0	0	0	QL-10488	1	276
132	132	105.2	18.5	1	0	0	0	QL-10488	1	277
131	131	138.8	21.3	1	0	0	0	QL-10487	1	278
131	135.5	112.9	18.4	10	0	0	0	QL-10258	1	720
131	135.5	134	23	10	0	0	0	UB-5026	2	65
131	140.5	128	23.3	20	0	0	0	UB1513	2	153
131	135.5	121	20.8	10	0	0	0	"Wk-4472, 4473"	3	14
130	130	101.2	23.9	1	0	0	0	QL-10065	1	49
130	130	90	23.9	1	0	0	0	QL-10065	1	50
130	130	99.6	18.3	1	0	0	0	QL-10065	1	51
130	130	101.6	18.3	1	0	0	0	QL-10486	1	279
129	129	123.4	17	1	0	0	0	QL-10066	1	52
129	129	82.1	18.5	1	0	0	0	QL-10066	1	53
129	129	78.5	18.2	1	0	0	0	QL-10485	1	280
128	128	128.4	17.4	1	0	0	0	QL-10067	1	54
128	128	114.3	18.1	1	0	0	0	QL-10484	1	281
127	127	99.7	17.6	1	0	0	0	QL-10068ij	1	55
