Starting cal age BP	calendar age	 14C age BP	 total 14C uncertainty	 cal yr span	 cal year uncertainty	 wiggle match uncertainty	 varve count uncertainty	Lab ID	 dataset number	 observation number
YR BP	YR BP	YR BP	YR	YR	YR					
1331	1335.5	1442.4	41.1	10	0	0	0	QL-10549	1	768
1331	1335.5	1423	29	10	0	0	0	UB-4387	2	25
1331	1335.5	1452	29	10	0	0	0	UB-4388	2	26
1331	1340.5	1463	24.7	20	0	0	0	UB1633	2	199
1321	1325.5	1443.7	20.7	10	0	0	0	QL-10548	1	769
1321	1325.5	1425	29	10	0	0	0	UB-4389	2	27
1321	1325.5	1451	29	10	0	0	0	UB-4390	2	28
1311	1315.5	1466.8	20.8	10	0	0	0	QL-10547j	1	770
1311	1315.5	1452.7	22.5	10	0	0	0	QL-10547i	1	771
1311	1315.5	1415	26.6	10	0	0	0	UB-4391	2	29
1311	1315.5	1432	26.6	10	0	0	0	UB-4392	2	30
1311	1320.5	1402	24.7	20	0	0	0	UB1631	2	198
1301	1305.5	1397.4	22.3	10	0	0	0	QL-10546	1	772
1301	1305.5	1424	26.6	10	0	0	0	UB-4393	2	31
1301	1305.5	1425	26.6	10	0	0	0	UB-4394	2	32
1291	1295.5	1371.2	20.2	10	0	0	0	QL-10545	1	773
1291	1295.5	1373	26.6	10	0	0	0	UB-4395	2	33
1291	1295.5	1371	26.6	10	0	0	0	UB-4396	2	34
1291	1300.5	1408	16.4	20	0	0	0	UB1629	2	197
1281	1285.5	1342	21.8	10	0	0	0	QL-10544	1	774
1281	1285.5	1343	26.6	10	0	0	0	UB-4397	2	35
1281	1285.5	1321	26.6	10	0	0	0	UB-4398	2	36
1271	1275.5	1324.2	21.8	10	0	0	0	QL-10542	1	775
1271	1275.5	1305	26.6	10	0	0	0	UB-4399	2	37
1271	1275.5	1285	26.6	10	0	0	0	UB-4400	2	38
1271	1280.5	1329	24.7	20	0	0	0	UB1627	2	196
1261	1265.5	1330.8	23	10	0	0	0	QL-10541	1	776
1261	1265.5	1281	29	10	0	0	0	UB-4401	2	39
1261	1265.5	1281	29	10	0	0	0	UB-4402	2	40
1251	1255.5	1261.8	21.3	10	0	0	0	QL-10540	1	777
1251	1255.5	1249	29	10	0	0	0	UB-4403	2	41
1251	1255.5	1271	29	10	0	0	0	UB-4404	2	42
1251	1260.5	1279	24.7	20	0	0	0	UB1625	2	195
1241	1245.5	1295.8	20.4	10	0	0	0	QL-10539	1	778
1241	1245.5	1264	29	10	0	0	0	UB-4405	2	43
1241	1245.5	1263	29	10	0	0	0	UB-4406	2	44
1231	1235.5	1274.7	18.7	10	0	0	0	QL-10538	1	779
1231	1235.5	1238	26.6	10	0	0	0	UB-4407	2	45
1231	1235.5	1266	26.6	10	0	0	0	UB-4408	2	46
1231	1240.5	1282	24.7	20	0	0	0	UB1623	2	194
1221	1225.5	1244.7	19.6	10	0	0	0	QL-10533	1	780
1221	1225.5	1279	26.6	10	0	0	0	UB-4409	2	47
1221	1225.5	1249	26.6	10	0	0	0	UB-4410	2	48
1211	1215.5	1228.9	16.8	10	0	0	0	QL-10536	1	781
1211	1215.5	1267.8	19.5	10	0	0	0	QL-10442	1	874
1211	1220.5	1246	16.4	20	0	0	0	UB1621	2	193
1201	1205.5	1244.6	20.7	10	0	0	0	QL-10537	1	782
1201	1205.5	1276.8	18.9	10	0	0	0	QL-10434	1	875
1191	1195.5	1316.8	19.4	10	0	0	0	QL-10535j	1	783
1191	1195.5	1310.7	20.8	10	0	0	0	QL-10535i	1	784
1191	1195.5	1262.3	18.5	10	0	0	0	QL-10433	1	876
1191	1200.5	1278	21.9	20	0	0	0	UB1619	2	192
1181	1185.5	1283.5	19.6	10	0	0	0	QL-10534	1	785
1181	1185.5	1280.3	19.7	10	0	0	0	QL-10432	1	877
1171	1175.5	1244.6	20.3	10	0	0	0	QL-10530	1	786
1171	1175.5	1248.1	20.5	10	0	0	0	QL-10431	1	878
1171	1180.5	1247	21.9	20	0	0	0	UB1617	2	191
1161	1165.5	1170	16.6	10	0	0	0	QL-10531	1	787
1151	1155.5	1221	20.3	10	0	0	0	QL-10532	1	788
1151	1155.5	1255.2	19.2	10	0	0	0	QL-10532j	1	789
1151	1155.5	1221.4	20.7	10	0	0	0	QL-10532i	1	790
1151	1160.5	1178.8	18.7	20	0	0	0	QL-10425	1	922
1151	1160.5	1152.6	18.3	20	0	0	0	QL-10425	1	923
1151	1160.5	1240	21.9	20	0	0	0	UB1615	2	190
1141	1145.5	1198.1	21.3	10	0	0	0	QL-10568	1	791
1131	1135.5	1185.9	19.2	10	0	0	0	QL-10566	1	792
1131	1140.5	1194.9	19	20	0	0	0	QL-10424	1	924
1131	1140.5	1224	21.9	20	0	0	0	UB1613	2	189
1121	1125.5	1206.3	18.9	10	0	0	0	QL-10565	1	793
1111	1115.5	1183.7	19	10	0	0	0	QL-10564	1	794
1111	1120.5	1181.9	18.2	20	0	0	0	QL-10423	1	925
1111	1120.5	1194	23.3	20	0	0	0	UB1611	2	188
1101	1105.5	1211.4	20.7	10	0	0	0	QL-10563	1	795
1091	1095.5	1183.9	19.2	10	0	0	0	QL-10562	1	796
1091	1095.5	1236.7	21.5	10	0	0	0	QL-10562	1	797
1091	1100.5	1184.5	16.7	20	0	0	0	QL-10422	1	926
1091	1100.5	1213	23.3	20	0	0	0	UB1609	2	187
1081	1085.5	1188	20.9	10	0	0	0	QL-10561	1	798
1081	1090.5	1184	23.3	20	0	0	0	UB1608	2	186
1071	1075.5	1175.3	19.2	10	0	0	0	QL-10560	1	799
1071	1080.5	1200.6	17	20	0	0	0	QL-10421	1	927
1061	1065.5	1175.2	22.2	10	0	0	0	QL-10559	1	800
1061	1070.5	1196	19.2	20	0	0	0	UB1606	2	185
1051	1055.5	1137.4	20.2	10	0	0	0	QL-10558	1	801
1051	1060.5	1154.3	19.6	20	0	0	0	QL-10441	1	928
1041	1045.5	1102.8	21.4	10	0	0	0	QL-10554	1	802
1041	1050.5	1103	19.2	20	0	0	0	UB1604	2	184
1031	1035.5	1105.7	18.9	10	0	0	0	QL-10555	1	803
1031	1040.5	1072.7	19.1	20	0	0	0	QL-10440	1	929
1031	1040.5	1092	19.7	20	0	0	0	QL-10440	1	930
1021	1025.5	1148.1	19	10	0	0	0	QL-10556	1	804
1021	1030.5	1116	19.2	20	0	0	0	UB1602	2	183
1011	1015.5	1153.7	21.2	10	0	0	0	QL-10557	1	805
1011	1020.5	1133.2	20	20	0	0	0	QL-10418	1	931
1001	1005.5	1118.8	20	10	0	0	0	QL-10417	1	879
1001	1010.5	1110	21.9	20	0	0	0	UB1600	2	182
991	995.5	1120.7	20.3	10	0	0	0	QL-10416	1	880
991	995.5	1111	21.8	10	0	0	0	UB-5206	2	151
991	995.5	1120	19.2	10	0	0	0	UB1599	2	528
991	995.5	1100	18.7	10	0	0	0	Wk-8451	3	100
981	985.5	1115.6	19.2	10	0	0	0	QL-10415	1	881
981	985.5	1134	21.8	10	0	0	0	UB-5204	2	150
981	985.5	1104	19.2	10	0	0	0	UB1598	2	529
981	985.5	1116	18.7	10	0	0	0	Wk-8450	3	99
971	975.5	1122.8	19.5	10	0	0	0	QL-10413	1	882
971	975.5	1086	20.6	10	0	0	0	UB-5202	2	149
971	975.5	1046	19.2	10	0	0	0	UB1597	2	530
971	975.5	1095	18.7	10	0	0	0	Wk-8449	3	98
961	965.5	1065.8	16.6	10	0	0	0	QL-10411	1	883
961	965.5	1070	20.6	10	0	0	0	UB-5200	2	148
961	965.5	1069	19.2	10	0	0	0	UB1596	2	531
961	965.5	1109	18.7	10	0	0	0	Wk-8448	3	97
951	955.5	1047.3	16.9	10	0	0	0	QL-10410	1	884
951	955.5	1043	20.6	10	0	0	0	UB-5190	2	147
951	955.5	1034	19.2	10	0	0	0	UB1595	2	532
951	955.5	1039	18.7	10	0	0	0	Wk-6138	3	96
941	945.5	1002.1	19.2	10	0	0	0	QL-10414	1	885
941	945.5	1064	20.6	10	0	0	0	UB-5188	2	146
941	945.5	1058	19.2	10	0	0	0	UB1594	2	533
941	945.5	1046	20.8	10	0	0	0	Wk-6279	3	95
931	935.5	1029	19.2	10	0	0	0	QL-10409	1	886
931	935.5	1056	20.6	10	0	0	0	UB-5186	2	145
931	935.5	1020	23.3	10	0	0	0	UB1593	2	534
931	935.5	1082	18.7	10	0	0	0	Wk-6137	3	94
921	925.5	974.2	18.5	10	0	0	0	QL-10408	1	887
921	925.5	991	23	10	0	0	0	UB-5184	2	144
921	925.5	980	23.3	10	0	0	0	UB1592	2	535
921	925.5	990	17.7	10	0	0	0	Wk-6099	3	93
911	915.5	955.6	19.4	10	0	0	0	QL-10407	1	888
911	915.5	972	23	10	0	0	0	UB-5182	2	143
911	915.5	958	21.9	10	0	0	0	UB1591	2	536
911	915.5	965	16.6	10	0	0	0	Wk-6100	3	92
910	914.5	942.2	18.1	10	0	0	0	QL-10795	1	808
901	905.5	917.8	18.7	10	0	0	0	QL-10406	1	889
901	905.5	1006	20.6	10	0	0	0	UB-5180	2	142
901	905.5	931	21.9	10	0	0	0	UB1590	2	537
901	905.5	929	18.7	10	0	0	0	Wk-6101	3	91
900	904.5	930.6	19.4	10	0	0	0	QL-10794	1	806
891	895.5	936.4	19.1	10	0	0	0	QL-10405	1	890
891	895.5	886	23	10	0	0	0	UB-5178	2	141
891	895.5	886	21.9	10	0	0	0	UB1589	2	538
891	895.5	916	18.7	10	0	0	0	Wk-6102	3	90
890	894.5	917.8	15.1	10	0	0	0	QL-10793	1	807
881	885.5	914.8	18.2	10	0	0	0	QL-10404	1	891
881	885.5	928	24.2	10	0	0	0	UB-5176	2	140
881	885.5	859	19.2	10	0	0	0	UB1588	2	539
881	885.5	929	20.8	10	0	0	0	Wk-6103	3	89
880	884.5	927.6	14.4	10	0	0	0	QL-10792	1	809
871	875.5	896.6	19.2	10	0	0	0	QL-10403	1	892
871	875.5	909	24.2	10	0	0	0	UB-5174	2	139
871	875.5	924	19.2	10	0	0	0	UB1587	2	540
871	875.5	921	20.8	10	0	0	0	Wk-6104	3	88
870	874.5	877.7	18.2	10	0	0	0	QL-10791	1	810
870	874.5	927.7	15.3	10	0	0	0	QL-10791	1	811
861	865.5	898.5	18.9	10	0	0	0	QL-10402	1	893
861	865.5	924.8	14.6	10	0	0	0	QL-10402	1	894
861	865.5	973	20.6	10	0	0	0	UB-5172	2	138
861	865.5	911	19.2	10	0	0	0	UB1586	2	541
861	865.5	959	18.7	10	0	0	0	Wk-6105	3	87
860	864.5	919.8	18.5	10	0	0	0	QL-10790	1	812
851	855.5	939.8	19.1	10	0	0	0	QL-10401	1	895
851	855.5	967	21.8	10	0	0	0	UB-5170	2	137
851	855.5	922	21.9	10	0	0	0	UB1585	2	542
851	855.5	929	20.8	10	0	0	0	Wk-6106	3	86
850	854.5	941.7	19.9	10	0	0	0	QL-10789	1	813
841	845.5	949.4	18.1	10	0	0	0	QL-10400	1	896
841	845.5	958	24.2	10	0	0	0	UB-5168	2	136
841	845.5	907	21.9	10	0	0	0	UB1584	2	543
841	845.5	947	16.6	10	0	0	0	Wk-6107	3	85
840	844.5	943.1	18.4	10	0	0	0	QL-10788	1	814
831	835.5	937.2	20.5	10	0	0	0	QL-10399	1	897
831	835.5	977	21.8	10	0	0	0	UB-5166	2	135
831	835.5	941	21.9	10	0	0	0	UB1583	2	544
831	835.5	964	18.7	10	0	0	0	Wk-6108	3	84
830	834.5	952.3	19.2	10	0	0	0	QL-10787	1	815
821	825.5	914.5	19.5	10	0	0	0	QL-10398	1	898
821	825.5	943	24.2	10	0	0	0	UB-5164	2	134
821	825.5	912	21.9	10	0	0	0	UB1582	2	545
821	825.5	922	18.7	10	0	0	0	Wk-6109	3	83
811	815.5	911.3	21.5	10	0	0	0	QL-10397	1	899
811	815.5	928	19.4	10	0	0	0	UB-5162	2	133
811	815.5	884	21.9	10	0	0	0	UB1581	2	546
811	815.5	956	18.7	10	0	0	0	Wk-6110	3	82
810	814.5	896	19.4	10	0	0	0	QL-10785	1	816
801	805.5	960.1	18.3	10	0	0	0	QL-10380	1	900
801	805.5	975.2	19.2	10	0	0	0	QL-10380	1	901
801	805.5	951	19.4	10	0	0	0	UB-5160	2	132
801	805.5	945	16.4	10	0	0	0	UB1580	2	547
801	805.5	928	18.7	10	0	0	0	Wk-6111	3	81
791	795.5	906.6	18.8	10	0	0	0	QL-10379	1	902
791	795.5	911	19.4	10	0	0	0	UB-5158	2	131
791	795.5	908	16.4	10	0	0	0	UB1579	2	548
791	795.5	918	18.7	10	0	0	0	Wk-6112	3	80
781	785.5	848	18.1	10	0	0	0	QL-10378	1	903
781	785.5	867.4	18.9	10	0	0	0	QL-10378	1	904
781	785.5	901	21.8	10	0	0	0	UB-5156	2	130
781	785.5	883	16.4	10	0	0	0	UB1578	2	549
781	785.5	891	17.7	10	0	0	0	Wk-6113	3	79
771	775.5	880.8	18.3	10	0	0	0	QL-10377	1	905
771	775.5	872	20.6	10	0	0	0	UB-5154	2	129
771	775.5	851	16.4	10	0	0	0	UB1577	2	550
771	775.5	877	16.6	10	0	0	0	Wk-6114	3	78
761	765.5	886.9	17.4	10	0	0	0	QL-10376	1	906
761	765.5	819	20.6	10	0	0	0	UB-5152	2	128
761	765.5	870	16.6	10	0	0	0	Wk-6115	3	77
751	755.5	857	18.3	10	0	0	0	QL-10375	1	907
751	755.5	834	24.2	10	0	0	0	UB-5150	2	127
751	755.5	829	24.7	10	0	0	0	UB1575	2	551
751	755.5	883	18.7	10	0	0	0	Wk-6116	3	76
741	745.5	867.4	18.5	10	0	0	0	QL-10374	1	908
741	745.5	872	21.8	10	0	0	0	UB-5148	2	126
741	745.5	867	17.7	10	0	0	0	Wk-6117	3	75
731	735.5	832.2	18.3	10	0	0	0	QL-10373	1	909
731	735.5	848	24.2	10	0	0	0	UB-5146	2	125
731	735.5	861	24.7	10	0	0	0	UB1573	2	552
731	735.5	842	18.7	10	0	0	0	Wk-6118	3	74
721	725.5	777.1	18.3	10	0	0	0	QL-10372	1	910
721	725.5	812.4	18.1	10	0	0	0	QL-10372	1	911
721	725.5	794	21.8	10	0	0	0	UB-5144	2	124
721	725.5	831	16.4	10	0	0	0	UB1572	2	553
721	725.5	774	18.7	10	0	0	0	Wk-6119	3	73
711	715.5	803.7	18.6	10	0	0	0	QL-10371	1	912
711	715.5	813	24.2	10	0	0	0	UB-5142	2	123
711	715.5	785	23.3	10	0	0	0	UB1571	2	554
711	715.5	807	17.7	10	0	0	0	Wk-6120	3	72
701	705.5	803.3	18.7	10	0	0	0	QL-10371	1	913
701	705.5	797	21.8	10	0	0	0	UB-5140	2	122
701	705.5	797	18.7	10	0	0	0	Wk-6121	3	71
691	695.5	811.1	17.7	10	0	0	0	QL-10370	1	914
691	695.5	782	20.6	10	0	0	0	UB-5138	2	121
691	695.5	816	18.7	10	0	0	0	Wk-6122	3	70
681	685.5	754.8	18.8	10	0	0	0	QL-10369	1	915
681	685.5	768	20.6	10	0	0	0	UB-5136	2	120
681	690.5	781	13.7	20	0	0	0	UB-	2	181
681	685.5	775	18.7	10	0	0	0	Wk-6123	3	69
671	675.5	767.1	19.1	10	0	0	0	QL-10368	1	916
671	675.5	726	23	10	0	0	0	UB-5134	2	119
671	675.5	734	20.8	10	0	0	0	Wk-6124	3	68
661	665.5	713.1	18.1	10	0	0	0	QL-10367	1	917
661	665.5	684	19.4	10	0	0	0	UB-5132	2	118
661	665.5	674	18.7	10	0	0	0	Wk-6125	3	67
651	655.5	661.4	19.2	10	0	0	0	QL-10366	1	918
651	655.5	665	21.8	10	0	0	0	UB-5130	2	117
651	660.5	623	46.6	20	0	0	0	UB1565	2	180
651	655.5	660	18.7	10	0	0	0	Wk-6126	3	66
641	645.5	621.2	18.2	10	0	0	0	QL-10365	1	919
641	645.5	612.7	17.2	10	0	0	0	QL-10365	1	920
641	645	650.6	19	9	0	0	0	QL-10340	1	932
641	645.5	650	21.8	10	0	0	0	UB-5128	2	116
641	645.5	639	20.8	10	0	0	0	Wk-6127	3	65
631	635.5	618.6	19.1	10	0	0	0	QL-10364	1	921
631	635.5	629.2	17.3	10	0	0	0	QL-10339	1	933
631	635.5	618	18.2	10	0	0	0	UB-5126	2	115
631	640.5	586	19.2	20	0	0	0	UB1563	2	179
631	635.5	603	18.7	10	0	0	0	Wk-6128	3	64
621	625.5	602.4	19.1	10	0	0	0	QL-10338	1	934
621	625.5	622.7	19	10	0	0	0	QL-10338	1	935
621	625.5	582	24.2	10	0	0	0	UB-5124	2	114
621	625.5	560	17.7	10	0	0	0	Wk-6280	3	63
611	615.5	567.4	17.7	10	0	0	0	QL-10337	1	936
611	615.5	552.1	18.7	10	0	0	0	QL-10337	1	937
611	615.5	577	16.9	10	0	0	0	UB-5122	2	113
611	620.5	570	19.2	20	0	0	0	UB1561	2	178
611	615.5	596	18.7	10	0	0	0	Wk-6281	3	62
601	605.5	584	21.6	10	0	0	0	QL-10336	1	938
601	605.5	580.2	21.1	10	0	0	0	QL-10336	1	939
601	605.5	598	20.6	10	0	0	0	UB-5120	2	112
601	605.5	583	17.7	10	0	0	0	Wk-6282	3	61
591	595.5	622.4	21.5	10	0	0	0	QL-10335	1	940
591	595.5	612.1	20.9	10	0	0	0	QL-10335	1	941
591	595.5	599	21.8	10	0	0	0	UB-5118	2	111
591	600.5	638	21.9	20	0	0	0	UB1559	2	177
591	595.5	596	17.7	10	0	0	0	Wk-6283	3	60
581	585.5	607.2	19.6	10	0	0	0	QL-10334	1	942
581	585.5	601.4	20	10	0	0	0	QL-10334	1	943
581	585.5	652	23	10	0	0	0	UB-5116	2	110
581	585.5	649	18.7	10	0	0	0	Wk-6284	3	59
571	575.5	658	21.1	10	0	0	0	QL-10333	1	944
571	575.5	647.1	20.7	10	0	0	0	QL-10333	1	945
571	575.5	660	23	10	0	0	0	UB-5114	2	109
571	580.5	671	19.2	20	0	0	0	UB1557	2	176
571	575.5	660	18.7	10	0	0	0	Wk-6285	3	58
561	565.5	637.6	18.8	10	0	0	0	QL-10332	1	946
561	565.5	627.9	18.9	10	0	0	0	QL-10332	1	947
561	565.5	651	23	10	0	0	0	UB-5112	2	108
561	565.5	623	18.7	10	0	0	0	Wk-6286	3	57
551	555.5	574.7	18.6	10	0	0	0	QL-10331	1	948
551	555.5	574	23	10	0	0	0	UB-5110	2	107
551	560.5	599	46.6	20	0	0	0	UB1555	2	175
551	555.5	588	18.7	10	0	0	0	Wk-6287	3	56
541	545.5	564.5	17.3	10	0	0	0	QL-10330	1	949
541	545.5	577	14.5	10	0	0	0	UB-5108	2	106
541	545.5	556	18.7	10	0	0	0	Wk-6288	3	55
531	535.5	520.3	18.1	10	0	0	0	QL-10329	1	950
531	535.5	539	21.8	10	0	0	0	UB-5106	2	105
531	540.5	512	19.2	20	0	0	0	UB1553	2	174
531	535.5	536	18.7	10	0	0	0	Wk-6289	3	54
521	525.5	499.5	17.4	10	0	0	0	QL-10328	1	951
521	525.5	511	23	10	0	0	0	UB-5104	2	104
521	525.5	499	18.7	10	0	0	0	Wk-6290	3	53
511	515.5	468.2	18.6	10	0	0	0	QL-10327	1	952
511	515.5	484	20.6	10	0	0	0	UB-5102	2	103
511	520.5	500	26	20	0	0	0	UB1551	2	173
511	515.5	488	17.7	10	0	0	0	Wk-6291	3	52
501	505.5	417.7	15.3	10	0	0	0	QL-10326j	1	953
501	505.5	463	27.8	10	0	0	0	UB-5100	2	102
501	505.5	457	20.8	10	0	0	0	Wk-6043	3	51
491	495.5	388.5	18.2	10	0	0	0	QL-10325	1	954
491	495.5	389.5	17.8	10	0	0	0	QL-10325	1	955
491	495.5	415	25.4	10	0	0	0	UB-5098	2	101
491	500.5	458	23.3	20	0	0	0	UB1549	2	172
491	495.5	377	17.7	10	0	0	0	Wk-5727	3	50
481	485.5	395.4	18.7	10	0	0	0	QL-10324	1	956
481	485.5	397	21.8	10	0	0	0	UB-5096	2	100
481	490.5	406	13.7	20	0	0	0	UB-	2	171
481	485.5	375	17.7	10	0	0	0	Wk-5728	3	49
471	475.5	389.9	18.5	10	0	0	0	QL-10323	1	957
471	475.5	350	23	10	0	0	0	UB-5094	2	99
471	480.5	392	24.7	20	0	0	0	UB1547	2	170
471	475.5	367	17.7	10	0	0	0	Wk-5729	3	48
461	465.5	380.2	17.2	10	0	0	0	QL-10322	1	958
461	465.5	384	24.2	10	0	0	0	UB-5092	2	98
461	465.5	363	17.7	10	0	0	0	Wk-5730	3	47
451	455.5	372.8	18.7	10	0	0	0	QL-10321	1	959
451	455.5	333.3	18.1	10	0	0	0	QL-10321	1	960
451	455.5	339	25.4	10	0	0	0	UB-5090	2	97
451	460.5	332	23.3	20	0	0	0	UB1545	2	169
451	455.5	359	18.7	10	0	0	0	Wk-5731	3	46
441	445.5	339.8	18.3	10	0	0	0	QL-10227	1	686
441	445.5	374.3	16.3	10	0	0	0	QL-10320j	1	961
441	445.5	325.3	18.8	10	0	0	0	QL-10320j	1	962
441	445.5	327	21.8	10	0	0	0	UB-5088	2	96
441	445.5	378	19.2	10	0	0	0	UB-	2	555
441	445.5	350	17.7	10	0	0	0	Wk-5289	3	45
440	440	359.4	18.6	1	0	0	0	QL-10319	1	450
439	439	371.2	17.3	1	0	0	0	QL-10318	1	451
438	438	345.9	18.2	1	0	0	0	QL-10317	1	452
437	437	340.8	18.6	1	0	0	0	QL-10317	1	453
436	436	343.5	18.5	1	0	0	0	QL-10316	1	454
435	435	355.1	17	1	0	0	0	QL-10315	1	455
434	434	348	17.9	1	0	0	0	QL-10314	1	456
433	433	327.8	18.7	1	0	0	0	QL-10313	1	457
431	431	367.3	20.2	1	0	0	0	QL-10311	1	458
431	435.5	345.4	18.2	10	0	0	0	QL-10228	1	687
431	435.5	325	21.8	10	0	0	0	UB-5086	2	95
431	440.5	330	23.3	20	0	0	0	UB1543	2	168
431	435.5	345	19.2	10	0	0	0	UB-	2	556
431	435.5	346	17.7	10	0	0	0	Wk-5287	3	44
430	430	350.2	18.3	1	0	0	0	QL-10310	1	459
429	429	328.8	20.4	1	0	0	0	QL-10309	1	460
428	428	343.5	20.5	1	0	0	0	QL-10308	1	461
427	427	333.6	17.6	1	0	0	0	QL-10307	1	462
426	426	334.3	18.5	1	0	0	0	QL-10306	1	463
425	425	365.3	18.9	1	0	0	0	QL-10305	1	464
425	425	292.8	18.5	1	0	0	0	QL-10305	1	465
424	424	313.3	18.5	1	0	0	0	QL-10304	1	466
423	423	319.4	18.3	1	0	0	0	QL-10303	1	467
422	422	309.8	16.9	1	0	0	0	QL-10302	1	468
421	421	306.7	18.6	1	0	0	0	QL-10301	1	469
421	425.5	311.9	20.7	10	0	0	0	QL-10229	1	688
421	425.5	328	21.8	10	0	0	0	UB-5084	2	94
421	425.5	273	19.2	10	0	0	0	UB-	2	557
421	425.5	305	18.7	10	0	0	0	Wk-5285	3	43
420	420	316.2	18.6	1	0	0	0	QL-10300	1	470
419	419	293.4	17.4	1	0	0	0	QL-10299	1	471
418	418	288.4	18.9	1	0	0	0	QL-10298	1	472
418	418	292.7	18.7	1	0	0	0	QL-10298	1	473
417	417	297.8	17	1	0	0	0	QL-10297	1	474
417	417	317.4	18.7	1	0	0	0	QL-10297	1	475
416	416	297.2	19.2	1	0	0	0	QL-10296	1	476
416	416	331.6	18.5	1	0	0	0	QL-10296	1	477
415	415	298.5	18.1	1	0	0	0	QL-10295	1	478
415	415	310.6	17.9	1	0	0	0	QL-10295	1	479
414	414	303.5	19.1	1	0	0	0	QL-10294	1	480
414	414	318.7	18.3	1	0	0	0	QL-10294	1	481
413	413	284.5	18.7	1	0	0	0	QL-10293	1	482
413	413	270.4	16.9	1	0	0	0	QL-10293	1	483
412	412	300.5	19.2	1	0	0	0	QL-10292	1	484
412	412	303.2	18.3	1	0	0	0	QL-10292	1	485
411	411	280.3	17.7	1	0	0	0	QL-10291	1	486
411	411	325.8	20.5	1	0	0	0	QL-10291	1	487
411	415.5	275.7	19.6	10	0	0	0	QL-10230	1	689
411	415.5	298	23	10	0	0	0	UB-5082	2	93
411	420.5	286	23.3	20	0	0	0	UB1541	2	167
411	415.5	314	21.9	10	0	0	0	UB-	2	558
411	415.5	333	17.7	10	0	0	0	Wk-5283	3	42
410	410	294.3	18.6	1	0	0	0	QL-10290	1	488
410	410	340.3	17.9	1	0	0	0	QL-10290	1	489
409	409	282.1	17.4	1	0	0	0	QL-10289	1	490
409	409	318.5	17	1	0	0	0	QL-10289	1	491
408	408	307.5	18.1	1	0	0	0	QL-10288	1	492
408	408	325.7	18.1	1	0	0	0	QL-10288	1	493
407	407	313.7	17	1	0	0	0	QL-10287	1	494
406	406	325.4	18.1	1	0	0	0	QL-10286	1	495
405	405	306.1	18.3	1	0	0	0	QL-10285	1	496
404	404	322.5	18.9	1	0	0	0	QL-10284	1	497
403	403	290.7	18.5	1	0	0	0	QL-10283	1	498
402	402	293.7	18.5	1	0	0	0	QL-10282	1	499
401	401	296.9	21.7	1	0	0	0	QL-10281	1	500
401	405.5	311.6	19.6	10	0	0	0	QL-10231	1	690
401	405.5	335	23	10	0	0	0	UB-5080	2	92
401	405.5	301	17.7	10	0	0	0	Wk-5281	3	41
400	400	316.6	18.5	1	0	0	0	QL-10280	1	501
400	400	329.6	17.9	1	0	0	0	QL-10280	1	502
400	400	287.2	21.5	1	0	0	0	QL-10280	1	503
399	399	310.3	20.3	1	0	0	0	QL-10279	1	504
398	398	281	21.3	1	0	0	0	QL-10278	1	505
397	397	327.3	18.7	1	0	0	0	QL-10277	1	506
396	396	311	18.5	1	0	0	0	QL-10276	1	507
395	395	309.4	17.3	1	0	0	0	QL-10277	1	508
394	394	310.1	19	1	0	0	0	QL-10278	1	509
393	393	336.6	18.9	1	0	0	0	QL-10277	1	510
392	392	312.7	17.8	1	0	0	0	QL-10276	1	511
391	391	319.5	18.7	1	0	0	0	QL-10275	1	512
391	395.5	322.2	18.6	10	0	0	0	QL-10232	1	691
391	395.5	308	21.8	10	0	0	0	UB-5078	2	91
391	400.5	309	15.1	20	0	0	0	UB1539	2	166
391	395.5	333	18.7	10	0	0	0	Wk-5279	3	40
390	390	353.7	19.1	1	0	0	0	QL-10274	1	513
389	389	323	18.9	1	0	0	0	QL-10273	1	514
388	388	330.2	17.8	1	0	0	0	QL-10272	1	515
387	387	334.9	18.7	1	0	0	0	QL-10271	1	516
386	386	331.1	20.2	1	0	0	0	QL-10270	1	517
385	385	318.1	19.8	1	0	0	0	QL-10269	1	518
384	384	328.9	17.6	1	0	0	0	QL-10268	1	519
384	384	286.7	18.7	1	0	0	0	QL-10268	1	520
383	383	312.9	18.3	1	0	0	0	QL-10267	1	521
383	383	369.8	20	1	0	0	0	QL-10267	1	522
382	382	336.3	19	1	0	0	0	QL-10266	1	523
381	381	325.2	17.8	1	0	0	0	QL-10265	1	524
381	385.5	330.9	19.7	10	0	0	0	QL-10233	1	692
381	385.5	299	19.4	10	0	0	0	UB-5076	2	90
381	385.5	335	18.7	10	0	0	0	Wk-5277	3	39
380	380	316.7	18.9	1	0	0	0	QL-10264	1	525
379	379	325.2	19.4	1	0	0	0	QL-10263	1	526
378	378	316.9	18.2	1	0	0	0	QL-10262	1	527
377	377	303.1	19.4	1	0	0	0	QL-10261	1	528
376	376	332.5	18.7	1	0	0	0	QL-10260	1	529
375	375	333.5	17.7	1	0	0	0	QL-10259	1	530
374	374	348.8	18.7	1	0	0	0	QL-10467	1	531
373	373	335.5	19.2	1	0	0	0	QL-10466ij	1	532
372	372	319.7	17.7	1	0	0	0	QL-10465	1	533
371	371	340.6	17.6	1	0	0	0	QL-10464ij	1	534
371	375.5	327.5	18.3	10	0	0	0	QL-10234	1	693
371	375.5	329	21.8	10	0	0	0	UB-5074	2	89
371	380.5	367	21.9	20	0	0	0	UB1537	2	165
